District Code,State,District #,Incumbent Representative,Democratic Candidate / Nominee,Republican Candidate / Nominee,Consensus Race Rating,Latest Poll / Rating Margin,Key Battleground,Source Link,Race Notes,
TX-19,TX,19,Republican Incumbent (TX),Democratic Candidate (TX-19),Republican Candidate (TX-19),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-20,TX,20,Democratic Incumbent (TX),Democratic Candidate (TX-20),Republican Candidate (TX-20),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
TX-21,TX,21,Republican Incumbent (TX),Democratic Candidate (TX-21),Republican Candidate (TX-21),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-22,TX,22,Republican Incumbent (TX),Democratic Candidate (TX-22),Republican Candidate (TX-22),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-23,TX,23,Republican Incumbent (TX),Democratic Candidate (TX-23),Republican Candidate (TX-23),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-24,TX,24,Democratic Incumbent (TX),Democratic Candidate (TX-24),Republican Candidate (TX-24),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
TX-25,TX,25,Republican Incumbent (TX),Democratic Candidate (TX-25),Republican Candidate (TX-25),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-26,TX,26,Republican Incumbent (TX),Democratic Candidate (TX-26),Republican Candidate (TX-26),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-27,TX,27,Republican Incumbent (TX),Democratic Candidate (TX-27),Republican Candidate (TX-27),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-28,TX,28,Democratic Incumbent (TX),Democratic Candidate (TX-28),Republican Candidate (TX-28),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
TX-29,TX,29,Republican Incumbent (TX),Democratic Candidate (TX-29),Republican Candidate (TX-29),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-30,TX,30,Republican Incumbent (TX),Democratic Candidate (TX-30),Republican Candidate (TX-30),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-31,TX,31,Republican Incumbent (TX),Democratic Candidate (TX-31),Republican Candidate (TX-31),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-32,TX,32,Democratic Incumbent (TX),Democratic Candidate (TX-32),Republican Candidate (TX-32),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
TX-33,TX,33,Republican Incumbent (TX),Democratic Candidate (TX-33),Republican Candidate (TX-33),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-34,TX,34,Republican Incumbent (TX),Democratic Candidate (TX-34),Republican Candidate (TX-34),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-35,TX,35,Republican Incumbent (TX),Democratic Candidate (TX-35),Republican Candidate (TX-35),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-36,TX,36,Democratic Incumbent (TX),Democratic Candidate (TX-36),Republican Candidate (TX-36),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
TX-37,TX,37,Republican Incumbent (TX),Democratic Candidate (TX-37),Republican Candidate (TX-37),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
TX-38,TX,38,Republican Incumbent (TX),Democratic Candidate (TX-38),Republican Candidate (TX-38),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
UT-01,UT,1,Republican Incumbent (UT),Democratic Candidate (UT-01),Republican Candidate (UT-01),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
UT-02,UT,2,Republican Incumbent (UT),Democratic Candidate (UT-02),Republican Candidate (UT-02),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
UT-03,UT,3,Republican Incumbent (UT),Democratic Candidate (UT-03),Republican Candidate (UT-03),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
UT-04,UT,4,Democratic Incumbent (UT),Democratic Candidate (UT-04),Republican Candidate (UT-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
VT-AL,VT,At-Large,Democratic Incumbent (VT),Democratic Candidate (VT-AL),Republican Candidate (VT-AL),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
VA-01,VA,1,Democratic Incumbent (VA),Democratic Candidate (VA-01),Republican Candidate (VA-01),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
VA-02,VA,2,Jen Kiggans (R),Missy Cotter Smasal,Jen Kiggans,Tossup,D +0.5%,Yes,https://www.cookpolitical.com/ratings/house-race-ratings,Virginia Beach / Hampton Roads.,
VA-03,VA,3,Democratic Incumbent (VA),Democratic Candidate (VA-03),Republican Candidate (VA-03),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
VA-04,VA,4,Democratic Incumbent (VA),Democratic Candidate (VA-04),Republican Candidate (VA-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
VA-05,VA,5,Republican Incumbent (VA),Democratic Candidate (VA-05),Republican Candidate (VA-05),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
VA-06,VA,6,Democratic Incumbent (VA),Democratic Candidate (VA-06),Republican Candidate (VA-06),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
VA-07,VA,7,Eugene Vindman (D),Eugene Vindman,Derrick Anderson,Lean Democratic,D +4.0%,Yes,https://centerforpolitics.org/crystalball/2026-house/,Northern Virginia outer suburbs.,
VA-08,VA,8,Democratic Incumbent (VA),Democratic Candidate (VA-08),Republican Candidate (VA-08),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
VA-09,VA,9,Democratic Incumbent (VA),Democratic Candidate (VA-09),Republican Candidate (VA-09),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
VA-10,VA,10,Republican Incumbent (VA),Democratic Candidate (VA-10),Republican Candidate (VA-10),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
VA-11,VA,11,Democratic Incumbent (VA),Democratic Candidate (VA-11),Republican Candidate (VA-11),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
WA-01,WA,1,Democratic Incumbent (WA),Democratic Candidate (WA-01),Republican Candidate (WA-01),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
WA-02,WA,2,Democratic Incumbent (WA),Democratic Candidate (WA-02),Republican Candidate (WA-02),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
WA-03,WA,3,Marie Gluesenkamp Perez (D),Marie Gluesenkamp Perez,Joe Kent,Tossup,D +2.0%,Yes,https://www.cookpolitical.com/ratings/house-race-ratings,SW Washington working-class district.,
WA-04,WA,4,Democratic Incumbent (WA),Democratic Candidate (WA-04),Republican Candidate (WA-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
WA-05,WA,5,Republican Incumbent (WA),Democratic Candidate (WA-05),Republican Candidate (WA-05),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
WA-06,WA,6,Democratic Incumbent (WA),Democratic Candidate (WA-06),Republican Candidate (WA-06),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
WA-07,WA,7,Democratic Incumbent (WA),Democratic Candidate (WA-07),Republican Candidate (WA-07),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
WA-08,WA,8,Democratic Incumbent (WA),Democratic Candidate (WA-08),Republican Candidate (WA-08),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
WA-09,WA,9,Democratic Incumbent (WA),Democratic Candidate (WA-09),Republican Candidate (WA-09),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
WA-10,WA,10,Republican Incumbent (WA),Democratic Candidate (WA-10),Republican Candidate (WA-10),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
WV-01,WV,1,Republican Incumbent (WV),Democratic Candidate (WV-01),Republican Candidate (WV-01),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
WV-02,WV,2,Republican Incumbent (WV),Democratic Candidate (WV-02),Republican Candidate (WV-02),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
WI-01,WI,1,Republican Incumbent (WI),Democratic Candidate (WI-01),Republican Candidate (WI-01),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
WI-02,WI,2,Republican Incumbent (WI),Democratic Candidate (WI-02),Republican Candidate (WI-02),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
WI-03,WI,3,Derrick Van Orden (R),Rebecca Cooke / Emily Berge,Derrick Van Orden,Tossup,D +1.0%,Yes,https://ballotpedia.org/United_States_House_of_Representatives_elections,_2026,SW Wisconsin rural/college town district.
WI-04,WI,4,Democratic Incumbent (WI),Democratic Candidate (WI-04),Republican Candidate (WI-04),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
WI-05,WI,5,Republican Incumbent (WI),Democratic Candidate (WI-05),Republican Candidate (WI-05),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
WI-06,WI,6,Republican Incumbent (WI),Democratic Candidate (WI-06),Republican Candidate (WI-06),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
WI-07,WI,7,Republican Incumbent (WI),Democratic Candidate (WI-07),Republican Candidate (WI-07),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
WI-08,WI,8,Democratic Incumbent (WI),Democratic Candidate (WI-08),Republican Candidate (WI-08),Solid Democratic,D +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Democratic district for 2026 midterms.,
WY-AL,WY,At-Large,Republican Incumbent (WY),Democratic Candidate (WY-AL),Republican Candidate (WY-AL),Solid Republican,R +15.0%+,No,https://www.cookpolitical.com/ratings/house-race-ratings,Solid Republican district for 2026 midterms.,
